qty,entrydate,entrytime,entryprice,exitdate,exittime,exitprice
-100,20200812,1400,44877.15999,20200812,1415,44754.54371
100,20200812,1430,44732.92209,20200812,1530,44861.45661
-100,20200813,1030,44698.63066,20200813,1145,44916.56748
100,20200813,1145,44916.56748,20200813,1530,45010.27359
-100,20200814,0930,44921.51089,20200814,1030,45126.76107
-100,20200814,1045,45156.9203,20200814,1115,45072.65712
-100,20200817,1000,46306.58665,20200817,1415,46562.41342
-100,20200817,1430,46513.79134,20200817,1500,46274.12328
-100,20200818,1015,46029.91945,20200818,1030,45808.52038
100,20200818,1115,45903.14437,20200818,1345,45693.3973
-100,20200819,1130,44798.85315,20200819,1530,44816.92287
100,20200820,1145,45379.05121,20200820,1245,45714.28571
100,20200820,1330,45456.09509,20200820,1415,45643.34292
-100,20200820,1415,45643.34292,20200820,1430,45556.42619
-100,20200821,1300,44943.82022,20200821,1330,44822.74844
100,20200821,1330,44822.74844,20200821,1530,44828.97745
100,20200824,1315,43805.18084,20200824,1430,43658.68513
100,20200825,1000,43348.77995,20200825,1045,43565.48655
-100,20200825,1100,43653.53932,20200825,1145,43481.56925
100,20200825,1215,43407.95885,20200825,1330,43215.39851
-100,20200825,1430,43585.04423,20200825,1500,43415.96839
-100,20200826,1230,43106.51404,20200826,1415,42955.14195
100,20200827,1030,42363.99569,20200827,1130,42323.74277
100,20200827,1430,42359.86826,20200827,1530,42364.62384
100,20200831,0930,40270.3753,20200831,1115,41138.71976
100,20200901,0945,41607.98208,20200901,1000,42002.24712
-100,20200901,1130,42186.52773,20200901,1245,41827.00351
-100,20200901,1445,42108.54319,20200901,1515,41683.86126
-100,20200902,1045,42337.00254,20200902,1415,42007.18743
100,20200903,1315,42114.12929,20200903,1500,42366.95716
100,20200904,1130,43257.55331,20200904,1230,43097.87527
100,20200904,1330,42813.80917,20200904,1415,43134.12556
100,20200904,1430,43225.2989,20200904,1530,43320.04852
-100,20200907,1100,43568.42857,20200907,1115,43448.03615
100,20200907,1145,43448.03615,20200907,1445,43856.18679
-100,20200908,0945,43650.01419,20200908,1045,43449.64078
-100,20200908,1215,43519.88859,20200908,1430,43682.90579
-100,20200908,1515,43917.43522,20200908,1530,44135.59337
-100,20200909,1315,44940.79051,20200909,1530,44692.73743
-100,20200911,1200,44603.03301,20200911,1315,44843.04933
100,20200914,0930,43985.6255,20200914,1230,44230.17382
-100,20200915,0930,45007.9439,20200915,1430,44612.68383
-100,20200917,1215,44631.79882,20200917,1530,44660.80121
100,20200918,1015,44592.49152,20200918,1430,45412.02329
-100,20200918,1445,45605.35407,20200918,1515,45241.80614
-100,20200921,1015,45631.99168,20200921,1030,45318.69237
-100,20200921,1430,46468.07759,20200921,1530,46965.99662
-100,20200922,0945,47025.62897,20200922,1015,46718.82044
100,20200922,1015,46718.82044,20200922,1215,46963.68064
100,20200922,1330,46878.14963,20200922,1400,47109.25815
100,20200922,1400,47109.25815,20200922,1530,47114.36305
100,20200923,1145,47047.6428,20200923,1200,47158.68899
-100,20200923,1415,47824.00765,20200923,1430,47364.1832
100,20200925,1500,47568.42123,20200925,1530,47764.84412
100,20200929,0930,46087.09078,20200929,1000,46531.64734
-100,20200929,1015,46567.94263,20200929,1100,46742.95116
-100,20200929,1115,46813.08238,20200929,1130,46707.14619
-100,20200929,1345,46785.81454,20200929,1400,46600.49397
100,20200929,1445,46375.73621,20200929,1500,46772.68475
100,20200930,1315,46838.40749,20200930,1415,46452.85964
100,20200930,1445,46551.57565,20200930,1530,46652.67087
100,20201001,1100,45274.27154,20201001,1245,45164.5684
-100,20201001,1330,45233.62034,20201001,1345,45069.40689
100,20201005,1415,44453.1375,20201005,1500,44613.47996
-100,20201005,1515,44583.14757,20201005,1530,44555.33773
100,20201007,1015,43462.38765,20201007,1100,43656.68384
-100,20201007,1130,43738.98324,20201007,1230,43584.37936
100,20201007,1315,43607.18646,20201007,1530,43457.47686
100,20201008,1145,42802.17264,20201008,1330,42674.76918
-100,20201009,1230,42277.93515,20201009,1245,42199.25645
100,20201009,1445,41885.16762,20201009,1530,41750.60277
100,20201012,1145,41813.18704,20201012,1215,42066.208
100,20201012,1415,42158.51602,20201012,1530,42071.60587
100,20201013,1100,42060.4577,20201013,1130,42189.55344
-100,20201013,1315,42353.49925,20201013,1530,42553.19149
-100,20201014,1315,42890.84281,20201014,1400,42777.08859
100,20201015,1115,41704.02652,20201015,1145,41876.0469
100,20201019,1030,41351.36253,20201019,1130,41513.58532
100,20201019,1500,41061.52248,20201019,1530,41116.22323
100,20201020,1245,40995.36752,20201020,1300,41127.72214
-100,20201020,1315,41118.42105,20201020,1530,41071.97864
-100,20201021,1145,40362.21048,20201021,1215,40273.53787
-100,20201021,1430,41296.71691,20201021,1500,40827.90833
100,20201022,1115,40542.3759,20201022,1130,40740.6653
100,20201023,0930,40460.84907,20201023,1000,40584.08617
-100,20201023,1200,40863.94554,20201023,1315,40690.10417
100,20201023,1315,40690.10417,20201023,1330,40821.40838
100,20201027,1100,41049.30226,20201027,1130,41211.62168
100,20201027,1215,40887.83853,20201027,1315,40675.29118
-100,20201028,1100,40970.17371,20201028,1130,40805.50058
-100,20201029,1045,41574.85553,20201029,1200,41276.85834
100,20201029,1215,41219.52074,20201029,1245,41433.51681
-100,20201029,1445,41620.71047,20201029,1530,41501.00847
100,20201102,1130,40718.10449,20201102,1330,40546.56773
100,20201103,0945,39295.66451,20201103,1000,39486.75121
-100,20201103,1130,39388.29971,20201103,1145,39194.01429
100,20201103,1300,39103.74223,20201103,1345,38986.35478
-100,20201103,1445,39099.61409,20201103,1530,38940.80997
-100,20201104,1030,39333.99677,20201104,1145,39139.47941
-100,20201104,1330,39580.44726,20201104,1400,39227.22369
-100,20201105,1100,38395.08543,20201105,1130,38241.06402
-100,20201106,1100,37959.30762,20201106,1215,37764.42176
-100,20201106,1445,37593.9143,20201106,1515,37389.32759
100,20201109,1015,36503.0115,20201109,1045,36716.9873
-100,20201109,1145,36776.13082,20201109,1315,36589.82803
100,20201110,1115,35242.29075,20201110,1245,35140.86215
100,20201110,1400,34806.82214,20201110,1415,35292.04164
-100,20201111,1030,34640.49231,20201111,1115,34925.774
100,20201112,1415,35342.24547,20201112,1530,35323.20735
-100,20201113,1145,35629.03053,20201113,1300,35473.06885
-100,20201118,1130,34094.7835,20201118,1300,33974.54627
-100,20201119,1100,33990.48266,20201119,1145,33828.5838
-100,20201120,0930,34668.05339,20201120,0945,34482.75862
-100,20201120,1130,34905.17138,20201120,1200,34754.80485
-100,20201120,1500,34044.17572,20201120,1530,34299.43406
-100,20201123,1100,34577.8477,20201123,1245,34340.60038
100,20201123,1415,34176.34997,20201123,1445,34423.40792
100,20201125,1445,34100.59676,20201125,1530,34264.1768
100,20201126,1330,33989.32735,20201126,1345,34068.9385
-100,20201126,1400,34106.35384,20201126,1415,33889.80391
100,20201126,1430,33950.61204,20201126,1530,33835.50867
-100,20201127,1000,33777.96393,20201127,1530,33748.1544
-100,20201201,1145,33506.39386,20201201,1230,33599.94893
-100,20201201,1345,33555.92094,20201201,1415,33422.45989
100,20201201,1515,33470.22656,20201201,1530,33486.98277
100,20201202,1015,33597.12677,20201202,1130,33739.72836
-100,20201202,1145,33739.32994,20201202,1230,33665.21626
100,20201202,1245,33647.3755,20201202,1300,33946.11733
-100,20201203,1215,33636.05785,20201203,1230,33714.36181
-100,20201204,1145,33540.16435,20201204,1245,33626.55691
-100,20201207,1030,33257.50622,20201207,1045,33183.67496
100,20201207,1330,32894.73684,20201207,1345,33068.12696
-100,20201207,1415,33074.2517,20201207,1500,32954.03242
100,20201208,1015,32977.6148,20201208,1045,33049.65711
100,20201208,1445,32932.11045,20201208,1530,32985.17481
100,20201209,1445,32438.46423,20201209,1500,32536.03773
-100,20201210,1045,32851.51117,20201210,1115,32780.43664
100,20201210,1145,32858.31167,20201210,1215,32969.18864
-100,20201210,1430,32873.1098,20201210,1500,32630.73914
-100,20201211,1145,32665.54079,20201211,1230,32544.6146
100,20201211,1300,32547.84533,20201211,1330,32670.4499
-100,20201211,1430,32860.14721,20201211,1515,32658.39321
-100,20201214,1130,32525.61392,20201214,1215,32448.35844
100,20201214,1230,32453.3078,20201214,1300,32587.089
100,20201214,1445,32435.99163,20201214,1500,32471.22238
100,20201216,1115,32462.20993,20201216,1245,32555.26256
-100,20201216,1300,32590.27506,20201216,1530,32527.67699
100,20201217,1015,32510.80984,20201217,1100,32437.78028
100,20201217,1130,32451.93868,20201217,1215,32338.07517
100,20201217,1515,32408.81779,20201217,1530,32438.04334
100,20201218,1500,32460.31321,20201218,1530,32588.15095
-100,20201222,1000,34147.23262,20201222,1145,34401.14487
-100,20201222,1245,34090.42485,20201222,1445,33658.13433
100,20201222,1445,33658.13433,20201222,1500,33799.77016
-100,20201223,0945,33763.48007,20201223,1030,33586.80173
100,20201223,1100,33522.06255,20201223,1130,33656.66166
100,20201223,1300,33506.11319,20201223,1530,33398.46033
100,20201224,1030,32884.78487,20201224,1115,32971.74322
-100,20201224,1130,32938.07642,20201224,1330,32819.16639
-100,20201231,0930,31906.57754,20201231,1530,31988.07485
-100,20210101,1030,31905.76314,20210101,1530,31964.2001
-100,20210104,1115,32092.37469,20210104,1530,31875.96425
-100,20210105,1030,32061.55819,20210105,1100,31986.74469
-100,20210105,1330,31826.86187,20210105,1345,31728.30419
100,20210105,1500,31449.90345,20210105,1530,31453.51407
-100,20210106,1200,31323.41425,20210106,1230,31199.39848
100,20210106,1245,31212.98335,20210106,1345,31303.26446
100,20210107,0945,31108.1662,20210107,1245,30989.73465
100,20210108,1045,30978.93432,20210108,1100,31026.41589
-100,20210108,1115,31021.65156,20210108,1345,31080.03108
100,20210108,1345,31080.03108,20210108,1530,31090.7087
-100,20210111,1200,31298.90454,20210111,1215,31147.79629
-100,20210111,1315,31181.30369,20210111,1530,31138.14594
-100,20210112,1030,31313.99798,20210112,1115,31258.98696
100,20210112,1315,30832.2709,20210112,1530,30807.14726
-100,20210113,1415,30842.25574,20210113,1445,30676.72863
-100,20210115,1430,30987.57398,20210115,1530,30945.86022
-100,20210119,1000,31212.93464,20210119,1030,31085.82797
-100,20210120,0945,30798.46562,20210120,1100,30670.14262
-100,20210120,1300,30717.24773,20210120,1530,30712.53071
-100,20210121,1045,30560.52589,20210121,1100,30528.71149
100,20210121,1245,30447.2395,20210121,1400,30536.26258
-100,20210122,1130,31550.71778,20210122,1245,31685.67807
-100,20210125,1000,31989.14928,20210125,1100,31671.97964
-100,20210127,1000,32391.86381,20210127,1015,32289.20798
100,20210127,1130,32107.05777,20210127,1145,32377.75778
-100,20210128,1045,33448.00424,20210128,1100,33353.34534
100,20210128,1115,33348.72933,20210128,1230,33443.1383
100,20210128,1230,33443.1383,20210128,1515,32922.08166
100,20210129,0930,32654.12748,20210129,1030,32917.85514
-100,20210129,1045,32895.06146,20210129,1115,32719.08701
100,20210129,1445,32275.24327,20210129,1515,32603.55705
100,20210201,1200,31695.72108,20210201,1215,31880.58807
100,20210202,0945,29018.68949,20210202,1030,29285.36391
-100,20210202,1200,29504.22574,20210202,1215,29247.42001
100,20210202,1430,28993.49096,20210202,1515,29123.90913
-100,20210203,1115,28862.11126,20210203,1130,28747.27979
100,20210203,1145,28766.01008,20210203,1430,28620.49227
100,20210203,1445,28621.80294,20210203,1515,28694.48693
100,20210204,1245,28513.58672,20210204,1300,28635.20326
100,20210205,1145,27680.16675,20210205,1245,27856.20072
-100,20210208,1500,27808.67631,20210208,1530,27753.8786
100,20210209,1115,27560.62304,20210209,1145,27514.85802
100,20210209,1430,27481.58734,20210209,1500,27650.31749
100,20210210,1300,27835.76896,20210210,1345,28022.54694
-100,20210210,1415,28028.86974,20210210,1515,27898.67202
100,20210211,1015,27842.00774,20210211,1200,27978.52369
100,20210211,1245,27862.91446,20210211,1300,27972.02797
-100,20210211,1430,27916.00075,20210211,1530,27890.81305
-100,20210212,0945,27934.52148,20210212,1030,27864.42841
100,20210212,1130,27616.68048,20210212,1215,27685.7994
-100,20210212,1215,27685.7994,20210212,1300,27563.39581
-100,20210212,1415,27749.95074,20210212,1530,27655.2879
100,20210215,1145,27124.52871,20210215,1230,27076.78978
-100,20210216,1015,26770.93052,20210216,1045,26673.42393
-100,20210216,1330,27023.37522,20210216,1400,27133.36047
100,20210217,1445,27037.4401,20210217,1530,27078.25616
100,20210218,1100,27072.24499,20210218,1130,27151.48356
-100,20210218,1345,27449.7909,20210218,1415,27307.48225
100,20210219,1045,27327.03354,20210219,1100,27473.31997
-100,20210219,1115,27467.69799,20210219,1300,27554.88934
-100,20210222,1430,28419.82908,20210222,1445,28311.40851
100,20210222,1500,28258.80544,20210222,1530,28434.94086
-100,20210223,1245,28440.88491,20210223,1315,28292.54491
-100,20210223,1515,28436.27502,20210223,1530,28451.12097
-100,20210224,0930,28351.70287,20210224,1015,28123.38291
100,20210224,1130,28007.04657,20210224,1145,28134.10402
100,20210225,0945,26914.13315,20210225,1015,27059.86454
-100,20210225,1215,27206.0724,20210225,1230,27147.72434
-100,20210302,1130,28461.76944,20210302,1515,28152.12281
-100,20210303,1130,27704.28447,20210303,1215,27612.98197
-100,20210303,1430,27399.02432,20210303,1530,27408.52405
-100,20210305,0945,28262.4793,20210305,1400,28471.53416
100,20210308,1015,27918.92345,20210308,1030,27985.84476
-100,20210308,1100,28261.36107,20210308,1530,28274.42592
100,20210309,1115,27892.44673,20210309,1130,27844.37223
100,20210309,1200,27708.12264,20210309,1230,27823.22237
100,20210309,1500,27941.42918,20210309,1515,27777.77778
-100,20210310,1230,27858.95568,20210310,1315,27739.82815
-100,20210310,1345,27754.49484,20210310,1530,27781.44338
100,20210315,1215,28902.98712,20210315,1345,28771.30695
100,20210316,0930,28444.64672,20210316,1530,28628.68594
