qty,entrydate,entrytime,entryprice,exitdate,exittime,exitprice
-100,20200429,0918,48609.17012,20200429,1357,48146.36495
100,20200429,1357,48146.36495,20200429,1418,47951.51143
-100,20200429,1418,47951.51143,20200429,1500,46985.30535
-100,20200430,1012,45685.256,20200430,1042,45749.52592
100,20200430,1042,45749.52592,20200430,1118,45597.03619
-100,20200430,1118,45597.03619,20200430,1239,45772.97975
100,20200430,1239,45772.97975,20200430,1500,46729.19032
-100,20200504,0918,49152.85062,20200504,1012,50334.85261
100,20200504,1012,50334.85261,20200504,1500,51027.69783
100,20200505,0921,49793.2336,20200505,1500,52032.92644
100,20200506,1003,51589.47162,20200506,1021,51400.66821
-100,20200506,1021,51400.66821,20200506,1136,51020.40816
100,20200506,1136,51020.40816,20200506,1212,50885.53553
-100,20200506,1212,50885.53553,20200506,1239,50876.47446
100,20200506,1239,50876.47446,20200506,1345,50641.37299
-100,20200506,1345,50641.37299,20200506,1406,50687.1916
100,20200506,1406,50687.1916,20200506,1500,51005.96515
100,20200507,1018,50973.07602,20200507,1142,51236.98901
-100,20200507,1142,51236.98901,20200507,1157,51397.89423
100,20200507,1157,51397.89423,20200507,1254,51323.37318
-100,20200507,1254,51323.37318,20200507,1348,51348.67289
100,20200507,1348,51348.67289,20200507,1500,51192.26792
-100,20200508,1003,50546.15116,20200508,1157,50515.25561
100,20200508,1157,50515.25561,20200508,1500,51742.69393
100,20200511,0918,51049.57935,20200511,1303,51760.77206
-100,20200511,1303,51760.77206,20200511,1400,52109.5238
100,20200511,1400,52109.5238,20200511,1500,52842.95075
-100,20200512,0918,53930.59672,20200512,1012,54521.91099
100,20200512,1012,54521.91099,20200512,1033,54347.53072
-100,20200512,1033,54347.53072,20200512,1048,54409.92437
100,20200512,1048,54409.92437,20200512,1312,54171.18093
-100,20200512,1312,54171.18093,20200512,1345,54504.37806
100,20200512,1345,54504.37806,20200512,1357,54352.84782
-100,20200512,1357,54352.84782,20200512,1500,52701.33888
100,20200513,0918,50324.467,20200513,1009,50856.55147
-100,20200513,1009,50856.55147,20200513,1139,50715.08267
100,20200513,1139,50715.08267,20200513,1409,50811.84627
-100,20200513,1409,50811.84627,20200513,1500,51050.6218
-100,20200514,0918,52118.62198,20200514,1057,52277.46789
100,20200514,1057,52277.46789,20200514,1130,52229.82166
-100,20200514,1130,52229.82166,20200514,1345,52211.27816
100,20200514,1345,52211.27816,20200514,1500,52445.12273
100,20200515,1006,53311.72431,20200515,1424,53020.16092
-100,20200515,1424,53020.16092,20200515,1500,53120.84993
-100,20200518,0918,54183.06833,20200518,1003,55889.65147
100,20200518,1003,55889.65147,20200518,1212,56834.65095
-100,20200518,1212,56834.65095,20200518,1315,56662.84192
100,20200518,1315,56662.84192,20200518,1357,56455.07305
-100,20200518,1357,56455.07305,20200518,1430,56506.11396
100,20200518,1430,56506.11396,20200518,1500,56893.6629
100,20200519,0918,56239.80654,20200519,1015,56054.75428
-100,20200519,1015,56054.75428,20200519,1127,55741.20473
100,20200519,1127,55741.20473,20200519,1206,55634.37091
-100,20200519,1206,55634.37091,20200519,1248,55947.18586
100,20200519,1248,55947.18586,20200519,1500,57360.66378
100,20200520,0921,56515.53471,20200520,1354,56910.17582
-100,20200520,1354,56910.17582,20200520,1500,56092.64261
-100,20200521,1009,55386.1662,20200521,1118,55340.34311
100,20200521,1118,55340.34311,20200521,1500,56779.62974
100,20200522,1003,56519.5275,20200522,1127,58263.51422
-100,20200522,1127,58263.51422,20200522,1254,58425.20697
100,20200522,1254,58425.20697,20200522,1354,58416.84508
-100,20200522,1354,58416.84508,20200522,1500,58194.51517
100,20200526,0918,56900.46118,20200526,1500,57342.40873
-100,20200527,1009,56987.0383,20200527,1500,53928.99708
100,20200528,0918,52765.71495,20200528,1003,52133.15851
-100,20200528,1003,52133.15851,20200528,1206,52044.02925
100,20200528,1206,52044.02925,20200528,1500,52288.67532
100,20200529,1003,53325.65444,20200529,1015,53111.11642
-100,20200529,1015,53111.11642,20200529,1154,52763.20927
100,20200529,1154,52763.20927,20200529,1224,52831.7836
-100,20200529,1224,52831.7836,20200529,1242,52901.65582
100,20200529,1242,52901.65582,20200529,1303,52754.44126
-100,20200529,1303,52754.44126,20200529,1318,52897.31837
100,20200529,1318,52897.31837,20200529,1342,52826.75992
-100,20200529,1342,52826.75992,20200529,1500,52459.70439
100,20200601,0918,50642.6553,20200601,1009,50023.63617
-100,20200601,1009,50023.63617,20200601,1027,50226.01708
100,20200601,1027,50226.01708,20200601,1103,50188.07983
-100,20200601,1103,50188.07983,20200601,1357,50540.40326
100,20200601,1357,50540.40326,20200601,1500,50317.37685
-100,20200602,0918,50564.80892,20200602,1027,50166.80463
100,20200602,1027,50166.80463,20200602,1112,50015.0045
-100,20200602,1112,50015.0045,20200602,1327,49302.61452
100,20200602,1327,49302.61452,20200602,1342,49288.76315
-100,20200602,1342,49288.76315,20200602,1500,49024.17382
100,20200603,0918,47680.35093,20200603,1203,47401.22769
-100,20200603,1203,47401.22769,20200603,1233,47481.46442
100,20200603,1233,47481.46442,20200603,1339,47225.50177
-100,20200603,1339,47225.50177,20200603,1500,47595.13673
100,20200604,0918,47675.46358,20200604,1336,48974.11473
-100,20200604,1336,48974.11473,20200604,1500,49160.70388
-100,20200605,1006,48387.36993,20200605,1033,48759.08138
100,20200605,1033,48759.08138,20200605,1136,48575.40482
-100,20200605,1136,48575.40482,20200605,1239,48425.79836
100,20200605,1239,48425.79836,20200605,1339,48243.57215
-100,20200605,1339,48243.57215,20200605,1500,47834.30198
100,20200608,0918,46294.68884,20200608,1354,47423.70711
-100,20200608,1354,47423.70711,20200608,1424,47748.5371
100,20200608,1424,47748.5371,20200608,1500,47392.01729
-100,20200609,0918,47364.9684,20200609,1306,46927.97729
100,20200609,1306,46927.97729,20200609,1500,48220.65773
100,20200610,0918,48023.01263,20200610,1027,47849.17939
-100,20200610,1027,47849.17939,20200610,1133,47924.1648
100,20200610,1133,47924.1648,20200610,1224,47907.97836
-100,20200610,1224,47907.97836,20200610,1324,47755.49188
100,20200610,1324,47755.49188,20200610,1500,48071.26084
-100,20200611,0918,47786.52802,20200611,1057,47718.23338
100,20200611,1057,47718.23338,20200611,1312,48063.28974
-100,20200611,1312,48063.28974,20200611,1327,48100.16378
100,20200611,1327,48100.16378,20200611,1357,48355.19794
-100,20200611,1357,48355.19794,20200611,1424,48725.34498
100,20200611,1424,48725.34498,20200611,1500,48570.68613
-100,20200612,0918,50607.03134,20200612,1124,50125.43891
100,20200612,1124,50125.43891,20200612,1139,49606.86559
-100,20200612,1139,49606.86559,20200612,1203,49842.12507
100,20200612,1203,49842.12507,20200612,1348,49582.26938
-100,20200612,1348,49582.26938,20200612,1500,48590.86492
100,20200615,1006,49776.37961,20200615,1412,50174.35589
-100,20200615,1412,50174.35589,20200615,1500,49852.68531
-100,20200616,1003,49050.02367,20200616,1036,49084.57272
100,20200616,1036,49084.57272,20200616,1103,48805.36664
-100,20200616,1103,48805.36664,20200616,1142,49136.78945
100,20200616,1142,49136.78945,20200616,1209,49333.99112
-100,20200616,1209,49333.99112,20200616,1227,49611.78776
100,20200616,1227,49611.78776,20200616,1400,50263.75908
-100,20200616,1400,50263.75908,20200616,1500,49468.21667
-100,20200617,0918,49987.37819,20200617,1036,49344.33712
100,20200617,1036,49344.33712,20200617,1115,49491.59756
-100,20200617,1115,49491.59756,20200617,1342,48900.95112
100,20200617,1342,48900.95112,20200617,1500,49566.29492
-100,20200618,0918,49799.55678,20200618,1500,47801.14723
100,20200619,0918,47386.40295,20200619,1018,47675.46358
-100,20200619,1018,47675.46358,20200619,1500,47003.4148
100,20200622,0918,46553.63444,20200622,1009,46080.61343
-100,20200622,1009,46080.61343,20200622,1051,46221.72097
100,20200622,1051,46221.72097,20200622,1203,46274.33741
-100,20200622,1203,46274.33741,20200622,1500,45833.71528
100,20200623,0918,45849.26595,20200623,1027,45707.7038
-100,20200623,1027,45707.7038,20200623,1136,45924.22503
100,20200623,1136,45924.22503,20200623,1203,45718.77922
-100,20200623,1203,45718.77922,20200623,1500,44985.06496
-100,20200624,0921,44832.99709,20200624,1106,45238.01984
100,20200624,1106,45238.01984,20200624,1233,45037.0317
-100,20200624,1233,45037.0317,20200624,1318,45589.13702
100,20200624,1318,45589.13702,20200624,1500,46409.52695
100,20200625,1012,47227.6206,20200625,1045,46722.53124
-100,20200625,1045,46722.53124,20200625,1130,46696.24095
100,20200625,1130,46696.24095,20200625,1139,46521.47315
-100,20200625,1139,46521.47315,20200625,1206,46946.15276
100,20200625,1206,46946.15276,20200625,1239,47019.10621
-100,20200625,1239,47019.10621,20200625,1300,47337.27811
100,20200625,1300,47337.27811,20200625,1357,46360.68614
-100,20200625,1357,46360.68614,20200625,1500,46476.17631
100,20200626,0918,46253.46901,20200626,1112,46704.41941
-100,20200626,1112,46704.41941,20200626,1239,46876.941
100,20200626,1239,46876.941,20200626,1500,46755.84565
-100,20200629,0918,47247.92641,20200629,1009,47700.70669
100,20200629,1009,47700.70669,20200629,1048,47634.81247
-100,20200629,1048,47634.81247,20200629,1130,47689.10519
100,20200629,1130,47689.10519,20200629,1248,47321.93348
-100,20200629,1248,47321.93348,20200629,1327,47512.48391
100,20200629,1327,47512.48391,20200629,1415,47542.07474
-100,20200629,1415,47542.07474,20200629,1500,47449.58482
-100,20200630,1003,46621.45939,20200630,1118,46717.07439
100,20200630,1118,46717.07439,20200630,1303,47041.9991
-100,20200630,1303,47041.9991,20200630,1427,47322.26939
100,20200630,1427,47322.26939,20200630,1500,47281.2121
-100,20200701,0918,47102.15751,20200701,1357,45972.99546
100,20200701,1357,45972.99546,20200701,1421,45869.03473
-100,20200701,1421,45869.03473,20200701,1500,45593.81383
100,20200702,0918,45159.77528,20200702,1151,45446.38576
-100,20200702,1151,45446.38576,20200702,1500,45473.14811
100,20200703,0918,45413.26067,20200703,1039,45644.48877
-100,20200703,1039,45644.48877,20200703,1300,45574.69693
100,20200703,1300,45574.69693,20200703,1403,45819.01489
-100,20200703,1403,45819.01489,20200703,1500,45816.39081
100,20200706,0921,44988.40424,20200706,1103,45055.19261
-100,20200706,1103,45055.19261,20200706,1209,44995.28674
100,20200706,1209,44995.28674,20200706,1257,44742.72931
-100,20200706,1257,44742.72931,20200706,1357,44849.18341
100,20200706,1357,44849.18341,20200706,1500,44990.32708
100,20200707,1003,45255.524,20200707,1200,45304.32045
-100,20200707,1200,45304.32045,20200707,1406,44625.52491
100,20200707,1406,44625.52491,20200707,1500,44281.97878
-100,20200708,1003,43949.47568,20200708,1142,43956.04396
100,20200708,1142,43956.04396,20200708,1218,43802.01489
-100,20200708,1218,43802.01489,20200708,1500,44106.39344
100,20200709,0918,43927.75641,20200709,1118,43842.24683
-100,20200709,1118,43842.24683,20200709,1312,43994.43031
100,20200709,1312,43994.43031,20200709,1342,43799.71267
-100,20200709,1342,43799.71267,20200709,1409,43802.01489
100,20200709,1409,43802.01489,20200709,1500,43739.46152
100,20200710,1003,43842.53515,20200710,1257,44545.41405
-100,20200710,1257,44545.41405,20200710,1324,44486.26153
100,20200710,1324,44486.26153,20200710,1500,44592.59094
100,20200713,0921,44222.44776,20200713,1421,45194.06331
-100,20200713,1421,45194.06331,20200713,1500,45006.52595
100,20200714,1009,46021.3401,20200714,1348,46823.16529
-100,20200714,1348,46823.16529,20200714,1500,46733.55797
100,20200715,0918,46329.64935,20200715,1006,46017.73984
-100,20200715,1006,46017.73984,20200715,1209,45965.28242
100,20200715,1209,45965.28242,20200715,1500,46800.8134
100,20200716,1006,47103.93247,20200716,1127,46992.4812
-100,20200716,1127,46992.4812,20200716,1218,46935.13564
100,20200716,1218,46935.13564,20200716,1351,46953.97806
-100,20200716,1351,46953.97806,20200716,1500,46382.18924
-100,20200717,1021,45861.14621,20200717,1042,46005.46085
100,20200717,1042,46005.46085,20200717,1254,46238.39127
-100,20200717,1254,46238.39127,20200717,1500,45790.2714
100,20200720,0918,45175.17805,20200720,1012,44573.2115
-100,20200720,1012,44573.2115,20200720,1048,44843.04933
100,20200720,1048,44843.04933,20200720,1330,44676.76362
-100,20200720,1330,44676.76362,20200720,1339,44978.59019
100,20200720,1339,44978.59019,20200720,1409,44726.71974
-100,20200720,1409,44726.71974,20200720,1500,44763.65907
100,20200721,0921,44189.12947,20200721,1200,44091.71076
-100,20200721,1200,44091.71076,20200721,1500,43764.25073
100,20200722,0918,43649.06155,20200722,1042,43896.422
-100,20200722,1042,43896.422,20200722,1157,43805.85246
100,20200722,1157,43805.85246,20200722,1403,44014.76255
-100,20200722,1403,44014.76255,20200722,1418,44111.16012
100,20200722,1418,44111.16012,20200722,1500,44133.74289
-100,20200723,1003,43909.62521,20200723,1500,43406.54571
100,20200724,1015,44179.36824,20200724,1357,44345.99633
-100,20200724,1357,44345.99633,20200724,1500,44278.2534
-100,20200727,0921,44795.54195,20200727,1012,45278.88397
100,20200727,1012,45278.88397,20200727,1109,45300.11325
-100,20200727,1109,45300.11325,20200727,1257,45320.74625
100,20200727,1257,45320.74625,20200727,1500,45558.08656
100,20200728,0918,45384.81787,20200728,1115,45895.24411
-100,20200728,1115,45895.24411,20200728,1357,45504.60052
100,20200728,1357,45504.60052,20200728,1412,45271.91444
-100,20200728,1412,45271.91444,20200728,1500,44948.06251
-100,20200729,1021,45070.42254,20200729,1500,45323.41657
100,20200730,0918,44998.42506,20200730,1015,45039.77012
-100,20200730,1015,45039.77012,20200730,1215,45023.75003
100,20200730,1215,45023.75003,20200730,1500,46253.68295
-100,20200731,0918,46609.6165,20200731,1254,46327.39571
100,20200731,1254,46327.39571,20200731,1309,46242.77457
-100,20200731,1309,46242.77457,20200731,1348,46425.25534
100,20200731,1348,46425.25534,20200731,1406,46072.22743
-100,20200731,1406,46072.22743,20200731,1500,46139.93319
-100,20200803,0921,46838.2978,20200803,1233,47041.00329
100,20200803,1233,47041.00329,20200803,1327,47214.46462
